Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
PF060400,Expired Tax Code - Do Not Use,PF060000,VERDADEIRO,FALSO
PF090120,Expired Tax Code - Do Not Use,PF090100,VERDADEIRO,FALSO
PF100109,Expired Tax Code - Do Not Use,PF100100,VERDADEIRO,FALSO
PR050200,Expired Tax Code - Do Not Use,PR050000,VERDADEIRO,FALSO
PR062100,Expired Tax Code - Do Not Use,PR062000,VERDADEIRO,FALSO
PA020207,Expired Tax Code - Do Not Use,PA020200,VERDADEIRO,FALSO
PR070101,Expired Tax Code - Do Not Use,PR070100,VERDADEIRO,FALSO
PR072311,Expired Tax Code - Do Not Use,PR072300,VERDADEIRO,FALSO
PT090500,Expired Tax Code - Do Not Use,PT090000,VERDADEIRO,FALSO
PH050132,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PF130109,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
SE080300,Expired Tax Code - Do Not Use,SE080000,FALSO,FALSO
PF061104,Expired Tax Code - Do Not Use,PF061100,VERDADEIRO,FALSO
OL010100,Expired Tax Code - Do Not Use,OL010000,FALSO,FALSO
PA030110,Expired Tax Code - Do Not Use,PA030100,VERDADEIRO,FALSO
PF050610,Expired Tax Code - Do Not Use,PF050600,VERDADEIRO,FALSO
PF050611,Expired Tax Code - Do Not Use,PF050600,VERDADEIRO,FALSO
PF100000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PM120201,Expired Tax Code - Do Not Use,PM120200,VERDADEIRO,FALSO
PM120202,Expired Tax Code - Do Not Use,PM120200,VERDADEIRO,FALSO
SB170100,Expired Tax Code - Do Not Use,SB170000,FALSO,FALSO
SP102000,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SP102100,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SB170000,Expired Tax Code - Do Not Use,SB100000,FALSO,FALSO
SF020000,Expired Tax Code - Do Not Use,S0000000,FALSO,FALSO
SF030000,Expired Tax Code - Do Not Use,S0000000,FALSO,FALSO
PF120100,Expired Tax Code - Do Not Use,PF120000,VERDADEIRO,FALSO
PF060401,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF060402,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF070000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PF100110,Expired Tax Code - Do Not Use,PF100100,VERDADEIRO,FALSO
PF100111,Expired Tax Code - Do Not Use,PF100100,VERDADEIRO,FALSO
PR050201,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR050202,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR062101,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
PR062102,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
PA020208,Expired Tax Code - Do Not Use,PA020200,VERDADEIRO,FALSO
PA020209,Expired Tax Code - Do Not Use,PA020200,VERDADEIRO,FALSO
PR070102,Expired Tax Code - Do Not Use,PR070100,VERDADEIRO,FALSO
PR070200,Expired Tax Code - Do Not Use,PR070000,VERDADEIRO,FALSO
PR072312,Expired Tax Code - Do Not Use,PR072300,VERDADEIRO,FALSO
PR072313,Expired Tax Code - Do Not Use,PR072300,VERDADEIRO,FALSO
PT090600,Expired Tax Code - Do Not Use,PT090000,VERDADEIRO,FALSO
PH050133,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PH050134,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PF130110,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
PF130111,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
SP150200,Expired Tax Code - Do Not Use,SP150000,FALSO,FALSO
PF061105,Expired Tax Code - Do Not Use,PF061100,VERDADEIRO,FALSO
PT090601,Expired Tax Code - Do Not Use,PT090600,VERDADEIRO,FALSO
OL010300,Expired Tax Code - Do Not Use,OL010000,FALSO,FALSO
OL010400,Expired Tax Code - Do Not Use,OL010000,FALSO,FALSO
PA030111,Expired Tax Code - Do Not Use,PA030100,VERDADEIRO,FALSO
PA030112,Expired Tax Code - Do Not Use,PA030100,VERDADEIRO,FALSO
PF190000,Expired Tax Code - Do Not Use,PF100000,VERDADEIRO,FALSO
PM120203,Expired Tax Code - Do Not Use,PM120200,VERDADEIRO,FALSO
PN030100,Expired Tax Code - Do Not Use,PN030000,VERDADEIRO,FALSO
PP040000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
SF030100,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SF030200,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SF030300,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SP102200,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SP102300,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SP102400,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SB170300,Expired Tax Code - Do Not Use,SB170000,FALSO,FALSO
SC040000,Expired Tax Code - Do Not Use,S0000000,FALSO,FALSO
SC050000,Expired Tax Code - Do Not Use,S0000000,FALSO,FALSO
OR012300,Expired Tax Code - Do Not Use,OR012000,FALSO,FALSO
PF050703,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF050704,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF050705,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF060403,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF060404,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF060405,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF070100,Expired Tax Code - Do Not Use,PF070000,VERDADEIRO,FALSO
PF070101,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF070102,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF100112,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PF100113,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PF100114,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PF120600,Expired Tax Code - Do Not Use,PF120000,VERDADEIRO,FALSO
PH030000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PR050203,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR050204,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR050205,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR062103,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
PR062104,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
PR062105,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
SW050700,Expired Tax Code - Do Not Use,SW050000,FALSO,FALSO
PA020210,Expired Tax Code - Do Not Use,PA020200,VERDADEIRO,FALSO
PA020211,Expired Tax Code - Do Not Use,PA020210,VERDADEIRO,FALSO
PA020212,Expired Tax Code - Do Not Use,PA020210,VERDADEIRO,FALSO
PR070201,Expired Tax Code - Do Not Use,PR070200,VERDADEIRO,FALSO
PR070202,Expired Tax Code - Do Not Use,PR070200,VERDADEIRO,FALSO
PR072314,Expired Tax Code - Do Not Use,PR072300,VERDADEIRO,FALSO
PR072400,Expired Tax Code - Do Not Use,PR070000,VERDADEIRO,FALSO
PH050135,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PH050136,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PH050137,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PF130112,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
PF130113,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
PF130114,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
PR070203,Expired Tax Code - Do Not Use,PR070200,VERDADEIRO,FALSO
PM120204,Expired Tax Code - Do Not Use,PM120200,VERDADEIRO,FALSO
PR072315,Expired Tax Code - Do Not Use,PR072300,VERDADEIRO,FALSO
PT090602,Expired Tax Code - Do Not Use,PT090600,VERDADEIRO,FALSO
OP010100,Expired Tax Code - Do Not Use,OP010000,FALSO,FALSO
OP010200,Expired Tax Code - Do Not Use,OP010000,FALSO,FALSO
OP010300,Expired Tax Code - Do Not Use,OP010000,FALSO,FALSO
PT100000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PT100100,Expired Tax Code - Do Not Use,PT100000,VERDADEIRO,FALSO
PF050805,Expired Tax Code - Do Not Use,PF050800,VERDADEIRO,FALSO
PA030113,Expired Tax Code - Do Not Use,PA030100,VERDADEIRO,FALSO
PA030114,Expired Tax Code - Do Not Use,PA030100,VERDADEIRO,FALSO
PN030101,Expired Tax Code - Do Not Use,PN030100,VERDADEIRO,FALSO
PP040100,Expired Tax Code - Do Not Use,PP040000,VERDADEIRO,FALSO
SC060100,Expired Tax Code - Do Not Use,SC060000,FALSO,FALSO
SF030400,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SP102500,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
PF050706,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF060406,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF070103,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF100115,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PH040000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PR050206,Expired Tax Code - Do Not Use,PR050200,VERDADEIRO,FALSO
PR062106,Expired Tax Code - Do Not Use,PR062100,VERDADEIRO,FALSO
PA020215,Expired Tax Code - Do Not Use,PA020210,VERDADEIRO,FALSO
PR070300,Expired Tax Code - Do Not Use,PR070000,VERDADEIRO,FALSO
PR072401,Expired Tax Code - Do Not Use,PR072400,VERDADEIRO,FALSO
PH050138,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PF130115,Expired Tax Code - Do Not Use,PF130100,VERDADEIRO,FALSO
OP010400,Expired Tax Code - Do Not Use,OP010000,FALSO,FALSO
PT100200,Expired Tax Code - Do Not Use,PT100000,VERDADEIRO,FALSO
PF060805,Expired Tax Code - Do Not Use,PF060800,VERDADEIRO,FALSO
PH050120,Expired Tax Code - Do Not Use,PH050100,VERDADEIRO,FALSO
PH050211,Expired Tax Code - Do Not Use,PH050210,VERDADEIRO,FALSO
PN030102,Expired Tax Code - Do Not Use,PN030100,VERDADEIRO,FALSO
PN030103,Expired Tax Code - Do Not Use,PN030100,VERDADEIRO,FALSO
PN030200,Expired Tax Code - Do Not Use,PN030000,VERDADEIRO,FALSO
PP040200,Expired Tax Code - Do Not Use,PP040000,VERDADEIRO,FALSO
PR020000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
PS020000,Expired Tax Code - Do Not Use,P0000000,VERDADEIRO,FALSO
SF030500,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SF030600,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SF030700,Expired Tax Code - Do Not Use,SF030000,FALSO,FALSO
SP102600,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SP102700,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SP102900,Expired Tax Code - Do Not Use,SP100000,FALSO,FALSO
SM050000,Expired Tax Code - Do Not Use,S0000000,FALSO,FALSO
OR010000,Expired Tax Code - Do Not Use,O0000000,FALSO,FALSO
OR010100,Expired Tax Code - Do Not Use,OR010000,FALSO,FALSO
OR010300,Expired Tax Code - Do Not Use,OR010000,FALSO,FALSO
PF050708,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF050710,Expired Tax Code - Do Not Use,PF050700,VERDADEIRO,FALSO
PF050719,Expired Tax Code - Do Not Use,PF050710,VERDADEIRO,FALSO
PF060407,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF060408,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF060409,Expired Tax Code - Do Not Use,PF060400,VERDADEIRO,FALSO
PF070104,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF070105,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF070106,Expired Tax Code - Do Not Use,PF070100,VERDADEIRO,FALSO
PF100116,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PF100117,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
PF100118,Expired Tax Code - Do Not Use,PF100110,VERDADEIRO,FALSO
